CVE,CVSS3,EPSS,EPSS Percentile,Description,Date
CVE-2021-27876,8.1,0.0064,0.69577,Veritas Backup Exec (BE) Agent contains a file access vulnerability that could allow an attacker to specially craft input parameters on a data management protocol command to access files on the BE Agent machine.,2023-04-07
CVE-2021-27877,9.8,0.0097,0.75667,Veritas Backup Exec (BE) Agent contains an improper authentication vulnerability that could allow an attacker unauthorized access to the BE Agent via SHA authentication scheme.,2023-04-07
CVE-2021-27878,8.8,0.00976,0.75748,Veritas Backup Exec (BE) Agent contains a command execution vulnerability that could allow an attacker to use a data management protocol command to execute a command on the BE Agent machine.,2023-04-07
CVE-2019-1388,7.8,0.03282,0.86688,"Microsoft Windows Certificate Dialog contains a privilege escalation vulnerability, allowing attackers to run processes in an elevated context.",2023-04-07
CVE-2023-26083,3.3,0.0039,0.59248,Arm Mali GPU Kernel Driver contains an information disclosure vulnerability that allows a non-privileged user to make valid GPU processing operations that expose sensitive kernel metadata.,2023-04-07
CVE-2022-27926,6.1,0.94285,0.9993,Synacor Zimbra Collaboration Suite (ZCS) contains a cross-site scripting vulnerability by allowing an endpoint URL to accept parameters without sanitizing.,2023-04-03
CVE-2022-42948,9.8,0.1213,0.9354,Fortra Cobalt Strike User Interface contains an unspecified vulnerability rooted in Java Swing that may allow remote code execution.,2023-03-30
CVE-2022-39197,6.1,0.10252,0.92849,"Fortra Cobalt Strike contains a cross-site scripting (XSS) vulnerability in Teamserver that would allow an attacker to set a malformed username in the Beacon configuration, allowing them to execute code remotely.",2023-03-30
CVE-2021-30900,7.8,0.01375,0.79448,"Apple GPU drivers, included in iOS, iPadOS, and macOS, contain an out-of-bounds write vulnerability that may allow a malicious application to execute code with kernel privileges.",2023-03-30
CVE-2022-38181,8.8,0.20551,0.95342,Arm Mali GPU Kernel Driver contains a use-after-free vulnerability that may allow a non-privileged user to gain root privilege and/or disclose information.,2023-03-30
CVE-2023-0266,7.8,0.00022,0.0389,Linux kernel contains a use-after-free vulnerability that allows for privilege escalation to gain ring0 access from the system user.,2023-03-30
CVE-2022-3038,8.8,0.80787,0.99102,"Google Chromium Network Service contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2023-03-30
CVE-2022-22706,7.8,0.00061,0.19076,Arm Mali GPU Kernel Driver contains an unspecified vulnerability that allows a non-privileged user to achieve write access to read-only memory pages.,2023-03-30
CVE-2023-26360,8.6,0.94326,0.99943,Adobe ColdFusion contains a deserialization of untrusted data vulnerability that allows for remote code execution.,2023-03-15
CVE-2023-23397,9.8,0.93676,0.99837,Microsoft Office Outlook contains a privilege escalation vulnerability that allows for a NTLM Relay attack against another service to authenticate as the user.,2023-03-14
CVE-2023-24880,4.4,0.90812,0.99606,Microsoft Windows SmartScreen contains a security feature bypass vulnerability that could allow an attacker to evade Mark of the Web (MOTW) defenses via a specially crafted malicious file.,2023-03-14
CVE-2022-41328,7.1,0.0014,0.34734,Fortinet FortiOS contains a path traversal vulnerability that may allow a local privileged attacker to read and write files via crafted CLI commands.,2023-03-14
CVE-2021-39144,8.5,0.94412,0.99974,"XStream contains a remote code execution vulnerability that allows an attacker to manipulate the processed input stream and replace or inject objects that result in the execution of a local command on the server. This vulnerability can affect multiple products, including but not limited to VMware Cloud Foundation.",2023-03-10
CVE-2020-5741,7.2,0.45575,0.97514,Plex Media Server contains a remote code execution vulnerability that allows an attacker with access to the server administrator's Plex account to upload a malicious file via the Camera Upload feature and have the media server execute it.,2023-03-10
CVE-2022-28810,6.8,0.91609,0.99662,Zoho ManageEngine ADSelfService Plus contains an unspecified vulnerability allowing for remote code execution when performing a password change or reset.,2023-03-07
CVE-2022-33891,8.8,0.9325,0.99794,Apache Spark contains a command injection vulnerability via Spark User Interface (UI) when Access Control Lists (ACLs) are enabled.,2023-03-07
CVE-2022-35914,9.8,0.94395,0.99969,"Teclib GLPI contains a remote code execution vulnerability in the third-party library, htmlawed.",2023-03-07
CVE-2022-36537,7.5,0.9402,0.99884,"ZK Framework AuUploader servlets contain an unspecified vulnerability that could allow an attacker to retrieve the content of a file located in the web context. The ZK Framework is an open-source Java framework. This vulnerability can impact multiple products, including but not limited to ConnectWise R1Soft Server Backup Manager.",2023-02-27
CVE-2022-47986,9.8,0.94345,0.99948,"IBM Aspera Faspex could allow a remote attacker to execute code on the system, caused by a YAML deserialization flaw.",2023-02-21
CVE-2022-41223,6.8,0.03261,0.86649,The Director component in Mitel MiVoice Connect allows an authenticated attacker with internal network access to execute code within the context of the application.,2023-02-21
CVE-2022-40765,6.8,0.02898,0.85818,The Mitel Edge Gateway component of MiVoice Connect allows an authenticated attacker with internal network access to execute commands within the context of the system.,2023-02-21
CVE-2022-46169,9.8,0.94468,0.99995,Cacti contains a command injection vulnerability that allows an unauthenticated user to execute code.,2023-02-16
CVE-2023-21715,7.3,0.00466,0.63405,"Microsoft Office Publisher contains a security feature bypass vulnerability that allows for a local, authenticated attack on a targeted system.",2023-02-14
CVE-2023-23376,7.8,0.18778,0.9502,Microsoft Windows Common Log File System (CLFS) driver contains an unspecified vulnerability that allows for privilege escalation.,2023-02-14
CVE-2023-23529,8.8,0.00062,0.19237,"Apple iOS, MacOS, Safari and iPadOS WebKit contain a type confusion vulnerability that leads to code execution when processing maliciously crafted web content. This vulnerability could impact HTML parsers that use WebKit, including but not limited to Apple Safari and non-Apple products which rely on WebKit for HTML processing.",2023-02-14
CVE-2023-21823,7.8,0.03215,0.86547,Microsoft Windows Graphic Component contains an unspecified vulnerability that allows for privilege escalation.,2023-02-14
CVE-2022-24990,7.5,0.94404,0.99972,TerraMaster OS contains a remote command execution vulnerability that allows an unauthenticated user to execute commands on the target endpoint.,2023-02-10
CVE-2023-0669,7.2,0.94378,0.99963,"Fortra (formerly, HelpSystems) GoAnywhere MFT contains a pre-authentication remote code execution vulnerability in the License Response Servlet due to deserializing an attacker-controlled object.",2023-02-10
CVE-2022-21587,9.8,0.94393,0.99968,Oracle E-Business Suite contains an unspecified vulnerability that allows an unauthenticated attacker with network access via HTTP to compromise Oracle Web Applications Desktop Integrator.,2023-02-02
CVE-2023-22952,8.8,0.93756,0.99847,"Multiple SugarCRM products contain a remote code execution vulnerability in the EmailTemplates. Using a specially crafted request, custom PHP code can be injected through the EmailTemplates.",2023-02-02
CVE-2022-47966,9.8,0.94427,0.9998,"Multiple Zoho ManageEngine products contain an unauthenticated remote code execution vulnerability due to the usage of an outdated third-party dependency, Apache Santuario.",2023-01-23
CVE-2022-44877,9.8,0.94434,0.99983,CWP Control Web Panel (formerly CentOS Web Panel) contains an OS command injection vulnerability that allows remote attackers to execute commands via shell metacharacters in the login parameter.,2023-01-17
CVE-2022-41080,8.8,0.93743,0.99844,"Microsoft Exchange Server contains an unspecified vulnerability that allows for privilege escalation. This vulnerability is chainable with CVE-2022-41082, which allows for remote code execution.",2023-01-10
CVE-2023-21674,8.8,0.08963,0.92243,Microsoft Windows Advanced Local Procedure Call (ALPC) contains an unspecified vulnerability that allows for privilege escalation.,2023-01-10
CVE-2018-5430,8.8,0.71316,0.98649,"TIBCO JasperReports Server contain a vulnerability which may allow any authenticated user read-only access to the contents of the web application, including key configuration files.",2022-12-29
CVE-2018-18809,6.5,0.93958,0.99874,TIBCO JasperReports Library contains a directory-traversal vulnerability that may allow web server users to access contents of the host system.,2022-12-29
CVE-2022-42856,8.8,0.00129,0.3312,Apple iOS contains a type confusion vulnerability when processing maliciously crafted web content leading to code execution.,2022-12-14
CVE-2022-42475,9.8,0.94003,0.9988,"Multiple versions of Fortinet FortiOS SSL-VPN contain a heap-based buffer overflow vulnerability which can allow an unauthenticated, remote attacker to execute arbitrary code or commands via specifically crafted requests.",2022-12-13
CVE-2022-44698,,0.89023,0.99505,Microsoft Defender SmartScreen contains a security feature bypass vulnerability that could allow an attacker to evade Mark of the Web (MOTW) defenses via a specially crafted malicious file.,2022-12-13
CVE-2022-27518,9.8,0.09825,0.92667,"Citrix Application Delivery Controller (ADC) and Gateway, when configured with SAML SP or IdP configuration, contain an authentication bypass vulnerability that allows an attacker to execute code as administrator.",2022-12-13
CVE-2022-26500,8.8,0.2043,0.95313,The Veeam Distribution Service in the Backup & Replication application allows unauthenticated users to access internal API functions. A remote attacker can send input to the internal API which may lead to uploading and executing of malicious code.,2022-12-13
CVE-2022-26501,9.8,0.84659,0.99283,The Veeam Distribution Service in the Backup & Replication application allows unauthenticated users to access internal API functions. A remote attacker can send input to the internal API which may lead to uploading and executing of malicious code.,2022-12-13
CVE-2022-4262,8.8,0.02932,0.85891,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2022-12-05
CVE-2021-35587,,0.94263,0.99925,Oracle Fusion Middleware Access Manager allows an unauthenticated attacker with network access via HTTP to takeover the Access Manager product.,2022-11-28
CVE-2022-4135,9.6,0.00114,0.30772,"Google Chromium GPU contains a heap buffer overflow vulnerability that allows a remote attacker, who has compromised the renderer process, to potentially perform a sandbox escape via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2022-11-28
CVE-2022-41049,5.4,0.28597,0.96348,Microsoft Windows Mark of the Web (MOTW) contains a security feature bypass vulnerability resulting in a limited loss of integrity and availability of security features.,2022-11-14
CVE-2022-41091,5.4,0.06912,0.9101,Microsoft Windows Mark of the Web (MOTW) contains a security feature bypass vulnerability resulting in a limited loss of integrity and availability of security features.,2022-11-08
CVE-2022-41073,7.8,0.00699,0.71007,Microsoft Windows Print Spooler contains an unspecified vulnerability that allows an attacker to gain SYSTEM-level privileges.,2022-11-08
CVE-2022-41125,7.8,0.00529,0.66223,Microsoft Windows Cryptographic Next Generation (CNG) Key Isolation Service contains an unspecified vulnerability that allows an attacker to gain SYSTEM-level privileges.,2022-11-08
CVE-2022-41128,8.8,0.67153,0.98489,Microsoft Windows contains an unspecified vulnerability in the JScript9 scripting language which allows for remote code execution.,2022-11-08
CVE-2021-25337,7.1,0.00349,0.56667,Samsung mobile devices contain an improper access control vulnerability in clipboard service which allows untrusted applications to read or write arbitrary files. This vulnerability was chained with CVE-2021-25369 and CVE-2021-25370.,2022-11-08
CVE-2021-25369,5.5,0.00171,0.38911,Samsung mobile devices using Mali GPU contains an improper access control vulnerability in sec_log file. Exploitation of the vulnerability exposes sensitive kernel information to the userspace. This vulnerability was chained with CVE-2021-25337 and CVE-2021-25370.,2022-11-08
CVE-2021-25370,4.4,0.00879,0.74379,"Samsung mobile devices using Mali GPU contain an incorrect implementation handling file descriptor in dpu driver. This incorrect implementation results in memory corruption, leading to kernel panic. This vulnerability was chained with CVE-2021-25337 and CVE-2021-25369.",2022-11-08
CVE-2022-3723,8.8,0.00599,0.68424,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2022-10-28
CVE-2022-42827,7.8,0.0028,0.51046,Apple iOS and iPadOS kernel contain an out-of-bounds write vulnerability which can allow an application to perform code execution with kernel privileges.,2022-10-25
CVE-2020-3433,7.8,0.06509,0.90727,Cisco AnyConnect Secure Mobility Client for Windows interprocess communication (IPC) channel allows for insufficient validation of resources that are loaded by the application at run time. An attacker with valid credentials on Windows could execute code on the affected machine with SYSTEM privileges.,2022-10-24
CVE-2020-3153,6.5,0.42071,0.97331,"Cisco AnyConnect Secure Mobility Client for Windows allows for incorrect handling of directory paths. An attacker with valid credentials on Windows would be able to copy malicious files to arbitrary locations with system level privileges. This could include DLL pre-loading, DLL hijacking, and other related attacks.",2022-10-24
CVE-2018-19323,9.8,0.23126,0.95699,"The GPCIDrv and GDrv low-level drivers in GIGABYTE App Center, AORUS Graphics Engine, XTREME Gaming Engine, and OC GURU expose functionality to read and write arbitrary physical memory. This could be leveraged by a local attacker to elevate privileges.",2022-10-24
CVE-2018-19322,7.8,0.03957,0.87916,"The GPCIDrv and GDrv low-level drivers in GIGABYTE App Center, AORUS Graphics Engine, XTREME Gaming Engine, and OC GURU II expose functionality to read/write data from/to IO ports. This could be leveraged in a number of ways to ultimately run code with elevated privileges.",2022-10-24
CVE-2018-19321,7.8,0.21036,0.95411,"The GPCIDrv and GDrv low-level drivers in GIGABYTE App Center, AORUS Graphics Engine, XTREME Gaming Engine, and OC GURU II expose functionality to read and write arbitrary physical memory. This could be leveraged by a local attacker to elevate privileges.",2022-10-24
CVE-2018-19320,7.8,0.23899,0.95795,"The GDrv low-level driver in GIGABYTE App Center, AORUS Graphics Engine, XTREME Gaming Engine, and OC GURU II exposes ring0 memcpy-like functionality that could allow a local attacker to take complete control of the affected system.",2022-10-24
CVE-2022-41352,9.8,0.80774,0.99101,Synacor Zimbra Collaboration Suite (ZCS) allows an attacker to upload arbitrary files using cpio package to gain incorrect access to any other user accounts.,2022-10-20
CVE-2021-3493,7.8,0.73096,0.98727,"The overlayfs stacking file system in Linux kernel does not properly validate the application of file capabilities against user namespaces, which could lead to privilege escalation.",2022-10-20
CVE-2022-40684,9.8,0.94461,0.99994,"Fortinet FortiOS, FortiProxy, and FortiSwitchManager contain an authentication bypass vulnerability that could allow an unauthenticated attacker to perform operations on the administrative interface via specially crafted HTTP or HTTPS requests.",2022-10-11
CVE-2022-41033,7.8,0.00234,0.46202,Microsoft Windows COM+ Event System Service contains an unspecified vulnerability that allows for privilege escalation.,2022-10-11
CVE-2022-41082,8.0,0.91672,0.99666,"Microsoft Exchange Server contains an unspecified vulnerability that allows for authenticated remote code execution. Dubbed ""ProxyNotShell,"" this vulnerability is chainable with CVE-2022-41040 which allows for the remote code execution.",2022-09-30
CVE-2022-41040,,0.94229,0.99918,"Microsoft Exchange Server allows for server-side request forgery. Dubbed ""ProxyNotShell,"" this vulnerability is chainable with CVE-2022-41082 which allows for remote code execution.",2022-09-30
CVE-2022-36804,8.8,0.94424,0.99978,"Multiple API endpoints of Atlassian Bitbucket Server and Data Center contain a command injection vulnerability where an attacker with access to a public Bitbucket repository, or with read permissions to a private one, can execute code by sending a malicious HTTP request.",2022-09-30
CVE-2022-3236,9.8,0.92731,0.99745,A code injection vulnerability in the User Portal and Webadmin of Sophos Firewall allows for remote code execution.,2022-09-23
CVE-2022-35405,9.8,0.94417,0.99976,"Zoho ManageEngine PAM360, Password Manager Pro, and Access Manager Plus contain an unspecified vulnerability that allows for remote code execution.",2022-09-22
CVE-2022-40139,7.2,0.26556,0.96127,Trend Micro Apex One and Apex One as a Service contain an improper validation of rollback mechanism components that could lead to remote code execution.,2022-09-15
CVE-2022-37969,7.8,0.05424,0.89781,Microsoft Windows Common Log File System (CLFS) driver contains an unspecified vulnerability that allows for privilege escalation.,2022-09-14
CVE-2022-32917,7.8,0.00055,0.16892,"Apple kernel, which is included in iOS, iPadOS, and macOS, contains an unspecified vulnerability where an application may be able to execute code with kernel privileges.",2022-09-14
CVE-2022-3075,9.6,0.0059,0.68185,"Google Chromium Mojo contains an insufficient data validation vulnerability that allows a remote attacker, who has compromised the renderer process, to potentially perform a sandbox escape via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2022-09-08
CVE-2022-27593,9.1,0.93613,0.9983,Certain QNAP NAS running Photo Station with internet exposure contain an externally controlled reference to a resource vulnerability which can allow an attacker to modify system files. This vulnerability was observed being utilized in a Deadbolt ransomware campaign.,2022-09-08
CVE-2022-26258,9.8,0.89422,0.99526,D-Link DIR-820L contains an unspecified vulnerability in Device Name parameter in /lan.asp which allows for remote code execution.,2022-09-08
CVE-2020-9934,5.5,0.01576,0.80787,"Apple iOS, iPadOS, and macOS contain an unspecified vulnerability involving input validation which can allow a local attacker to view sensitive user information.",2022-09-08
CVE-2018-7445,9.8,0.87795,0.99436,"In MikroTik RouterOS, a stack-based buffer overflow occurs when processing NetBIOS session request messages. Remote attackers with access to the service can exploit this vulnerability and gain code execution on the system.",2022-09-08
CVE-2018-6530,9.8,0.93889,0.99863,Multiple D-Link routers contain an unspecified vulnerability that allows for execution of OS commands.,2022-09-08
CVE-2018-2628,9.8,0.94409,0.99974,Oracle WebLogic Server contains an unspecified vulnerability which can allow an unauthenticated attacker with T3 network access to compromise the server.,2022-09-08
CVE-2018-13374,4.3,0.04094,0.88149,Fortinet FortiOS and FortiADC contain an improper access control vulnerability that allows attackers to obtain the LDAP server login credentials configured in FortiGate by pointing a LDAP server connectivity test request to a rogue LDAP server.,2022-09-08
CVE-2022-26352,9.8,0.94264,0.99926,"dotCMS ContentResource API contains an unrestricted upload of file with a dangerous type vulnerability that allows for directory traversal, in which the file is saved outside of the intended storage location. Exploitation allows for remote code execution.",2022-08-25
CVE-2022-24706,9.8,0.94389,0.99966,Apache CouchDB contains an insecure default initialization of resource vulnerability which can allow an attacker to escalate to administrative privileges.,2022-08-25
CVE-2022-24112,9.8,0.9434,0.99945,Apache APISIX contains an authentication bypass vulnerability that allows for remote code execution.,2022-08-25
CVE-2022-22963,9.8,0.94474,0.99998,"When using routing functionality in VMware Tanzu's Spring Cloud Function, it is possible for a user to provide a specially crafted SpEL as a routing-expression that may result in remote code execution and access to local resources.",2022-08-25
CVE-2022-2294,8.8,0.03024,0.861,"WebRTC, an open-source project providing web browsers with real-time communication, contains a heap buffer overflow vulnerability that allows an attacker to perform shellcode execution. This vulnerability impacts web browsers using WebRTC including but not limited to Google Chrome.",2022-08-25
CVE-2021-39226,7.3,0.94344,0.99947,"Grafana contains an authentication bypass vulnerability that allows authenticated and unauthenticated users to view and delete all snapshot data, potentially resulting in complete snapshot data loss.",2022-08-25
CVE-2021-38406,7.8,0.82169,0.99167,Delta Electronics DOPSoft 2 lacks proper validation of user-supplied data when parsing specific project files (improper input validation) resulting in an out-of-bounds write that allows for code execution.,2022-08-25
CVE-2021-31010,7.5,0.01359,0.79345,"In affected versions of Apple iOS, macOS, and watchOS, a sandboxed process may be able to circumvent sandbox restrictions.",2022-08-25
CVE-2020-36193,7.5,0.76272,0.98882,PEAR Archive_Tar Tar.php allows write operations with directory traversal due to inadequate checking of symbolic links. PEAR stands for PHP Extension and Application Repository and it is an open-source framework and distribution system for reusable PHP components with known usage in third-party products such as Drupal Core and Red Hat Linux.,2022-08-25
CVE-2020-28949,7.8,0.92731,0.99746,PEAR Archive_Tar allows an unserialization attack because phar: is blocked but PHAR: is not blocked. PEAR stands for PHP Extension and Application Repository and it is an open-source framework and distribution system for reusable PHP components with known usage in third-party products such as Drupal Core and Red Hat Linux.,2022-08-25
CVE-2022-0028,8.6,0.03865,0.87786,A Palo Alto Networks PAN-OS URL filtering policy misconfiguration could allow a network-based attacker to conduct reflected and amplified TCP denial-of-service (RDoS) attacks.,2022-08-22
CVE-2022-22536,10.0,0.93801,0.99853,"SAP NetWeaver Application Server ABAP, SAP NetWeaver Application Server Java, ABAP Platform, SAP Content Server and SAP Web Dispatcher allow HTTP request smuggling. An unauthenticated attacker can prepend a victim's request with arbitrary data, allowing for function execution impersonating the victim or poisoning intermediary Web caches.",2022-08-18
CVE-2022-32894,7.8,0.00338,0.55907,Apple iOS and macOS contain an out-of-bounds write vulnerability that could allow an application to execute code with kernel privileges.,2022-08-18
CVE-2022-32893,8.8,0.00145,0.35413,Apple iOS and macOS contain an out-of-bounds write vulnerability that could allow for remote code execution when processing malicious crafted web content.,2022-08-18
CVE-2022-2856,6.5,0.03079,0.86233,"Google Chromium Intents contains an insufficient validation of untrusted input vulnerability that allows a remote attacker to browse to a malicious website via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2022-08-18
CVE-2022-26923,,0.91618,0.99664,"An authenticated user could manipulate attributes on computer accounts they own or manage, and acquire a certificate from Active Directory Certificate Services that would allow for privilege escalation to SYSTEM.",2022-08-18
CVE-2022-21971,,0.83939,0.99255,Microsoft Windows Runtime contains an unspecified vulnerability that allows for remote code execution.,2022-08-18
CVE-2022-27925,7.2,0.94306,0.99937,"Synacor Zimbra Collaboration Suite (ZCS) contains flaw in the mboximport functionality, allowing an authenticated attacker to upload arbitrary files to perform remote code execution. This vulnerability was chained with CVE-2022-37042 which allows for unauthenticated remote code execution.",2022-08-11
CVE-2022-37042,9.8,0.94274,0.99928,Synacor Zimbra Collaboration Suite (ZCS) contains an authentication bypass vulnerability in MailboxImportServlet. This vulnerability was chained with CVE-2022-27925 which allows for unauthenticated remote code execution.,2022-08-11
CVE-2022-34713,7.8,0.09572,0.92541,A remote code execution vulnerability exists when Microsoft Windows MSDT is called using the URL protocol from a calling application.,2022-08-09
CVE-2022-30333,7.5,0.90964,0.99616,"RARLAB UnRAR on Linux and UNIX contains a directory traversal vulnerability, allowing an attacker to write to files during an extract (unpack) operation.",2022-08-09
CVE-2022-27924,7.5,0.64564,0.98375,Synacor Zimbra Collaboration Suite (ZCS) allows an attacker to inject memcache commands into a targeted instance which causes an overwrite of arbitrary cached entries.,2022-08-04
CVE-2022-26138,9.8,0.94258,0.99924,"Atlassian Questions For Confluence App has hard-coded credentials, exposing the username and password in plaintext. A remote unauthenticated attacker can use these credentials to log into Confluence and access all content accessible to users in the confluence-users group.",2022-07-29
CVE-2022-22047,,0.00707,0.71227,Microsoft Windows CSRSS contains an unspecified vulnerability that allows for privilege escalation to SYSTEM privileges.,2022-07-12
CVE-2022-26925,5.9,0.29421,0.96422,Microsoft Windows Local Security Authority (LSA) contains a spoofing vulnerability where an attacker can coerce the domain controller to authenticate to the attacker using NTLM.,2022-07-01
CVE-2022-29499,9.8,0.89829,0.99547,The Service Appliance component in Mitel MiVoice Connect allows remote code execution due to incorrect data validation.,2022-06-27
CVE-2021-30533,6.5,0.06446,0.90679,"Google Chromium PopupBlocker contains an insufficient policy enforcement vulnerability that allows a remote attacker to bypass navigation restrictions via a crafted iframe. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2022-06-27
CVE-2021-4034,7.8,0.87019,0.99399,The Red Hat polkit pkexec utility contains an out-of-bounds read and write vulnerability that allows for privilege escalation with administrative rights.,2022-06-27
CVE-2021-30983,7.8,0.00668,0.70333,Apple iOS and iPadOS contain a buffer overflow vulnerability that could allow an application to execute code with kernel privileges.,2022-06-27
CVE-2020-3837,7.8,0.10626,0.92989,"Apple iOS, iPadOS, macOS, tvOS, and watchOS contain a memory corruption vulnerability that could allow an application to execute code with kernel privileges.",2022-06-27
CVE-2020-9907,7.8,0.01112,0.7724,"Apple iOS, iPadOS, and tvOS contain a memory corruption vulnerability that could allow an application to execute code with kernel privileges.",2022-06-27
CVE-2019-8605,7.8,0.10236,0.92839,"A use-after-free vulnerability in Apple iOS, macOS, tvOS, and watchOS could allow a malicious application to execute code with system privileges.",2022-06-27
CVE-2018-4344,7.8,0.00478,0.64014,"Apple iOS, macOS, tvOS, and watchOS contain a memory corruption vulnerability which can allow for code execution.",2022-06-27
CVE-2022-30190,,0.93153,0.99784,A remote code execution vulnerability exists when MSDT is called using the URL protocol from a calling application such as Word. An attacker who successfully exploits this vulnerability can run code with the privileges of the calling application.,2022-06-14
CVE-2021-38163,8.8,0.88319,0.99461,SAP NetWeaver contains a vulnerability that allows unrestricted file upload.,2022-06-09
CVE-2019-7195,9.8,0.89006,0.99504,QNAP devices running Photo Station contain an external control of file name or path vulnerability allowing remote attackers to access or modify system files.,2022-06-08
CVE-2019-7194,9.8,0.93118,0.99781,QNAP devices running Photo Station contain an external control of file name or path vulnerability allowing remote attackers to access or modify system files.,2022-06-08
CVE-2019-7193,9.8,0.415,0.97302,QNAP QTS contains an improper input validation vulnerability allowing remote attackers to inject code on the system.,2022-06-08
CVE-2019-7192,9.8,0.94298,0.99934,QNAP NAS devices running Photo Station contain an improper access control vulnerability allowing remote attackers to gain unauthorized access to the system.,2022-06-08
CVE-2019-5825,6.5,0.75942,0.98865,"Google Chromium V8 Engine contains an out-of-bounds write vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2022-06-08
CVE-2019-15271,8.8,0.09841,0.92674,A deserialization of untrusted data vulnerability in the web-based management interface of certain Cisco Small Business RV Series Routers could allow an attacker to execute code with root privileges.,2022-06-08
CVE-2018-6065,8.8,0.86853,0.9939,"Google Chromium V8 Engine contains an integer overflow vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2022-06-08
CVE-2018-4990,8.8,0.60065,0.98182,Adobe Acrobat and Reader have a double free vulnerability that could lead to remote code execution.,2022-06-08
CVE-2018-17480,8.8,0.27789,0.96262,"Google Chromium V8 Engine contains out-of-bounds write vulnerability that allows a remote attacker to execute code inside a sandbox via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2022-06-08
CVE-2018-17463,8.8,0.91193,0.99634,"Google Chromium V8 Engine contains an unspecified vulnerability that allows a remote attacker to execute code inside a sandbox via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",2022-06-08
CVE-2022-26134,9.8,0.94426,0.99979,Atlassian Confluence Server and Data Center contain a remote code execution vulnerability that allows for an unauthenticated attacker to perform remote code execution.,2022-06-02
CVE-2019-3010,8.8,0.3411,0.96821,Oracle Solaris component: XScreenSaver contains an unspecified vulnerability that allows for privilege escalation.,2022-05-25
CVE-2018-8611,7.8,0.06406,0.90649,A privilege escalation vulnerability exists when the Windows kernel fails to properly handle objects in memory.,2022-05-24
CVE-2018-19953,6.1,0.34489,0.9685,A cross-site scripting vulnerability affecting QNAP NAS File Station could allow remote attackers to inject malicious code.,2022-05-24
CVE-2018-19949,9.8,0.57621,0.9807,A command injection vulnerability affecting QNAP NAS File Station could allow remote attackers to run commands.,2022-05-24
CVE-2018-19943,5.4,0.05768,0.90129,A cross-site scripting vulnerability affecting QNAP NAS File Station could allow remote attackers to inject malicious code.,2022-05-24
CVE-2017-18362,9.8,0.48593,0.97661,ConnectWise ManagedITSync integration for Kaseya VSA is vulnerable to unauthenticated remote commands that allow full direct access to the Kaseya VSA database.,2022-05-24
CVE-2022-20821,6.5,0.13178,0.93847,Cisco IOS XR software health check opens TCP port 6379 by default on activation. An attacker can connect to the Redis instance on the open port and allow access to the Redis instance that is running within the NOSi container.,2022-05-23
CVE-2021-1048,7.8,0.01486,0.80236,Android kernel contains a use-after-free vulnerability that allows for privilege escalation.,2022-05-23
CVE-2021-0920,6.4,0.00524,0.65943,"Android kernel contains a race condition, which allows for a use-after-free vulnerability. Exploitation can allow for privilege escalation.",2022-05-23
CVE-2021-30883,7.8,0.00504,0.65109,"Apple iOS, macOS, watchOS, and tvOS contain a memory corruption vulnerability that could allow for remote code execution.",2022-05-23
CVE-2020-1027,7.8,0.1501,0.94278,An elevation of privilege vulnerability exists in the way that the Windows Kernel handles objects in memory. An attacker who successfully exploited the vulnerability could execute code with elevated permissions.,2022-05-23
CVE-2020-0638,7.8,0.07009,0.91079,Microsoft Update Notification Manager contains an unspecified vulnerability that allows for privilege escalation.,2022-05-23
CVE-2019-7286,7.8,0.02194,0.83721,"Apple iOS, macOS, watchOS, and tvOS contain a memory corruption vulnerability that could allow for privilege escalation.",2022-05-23
